id_img,label
10640,sadness
16715,sadness
25832,sadness
15171,sadness
23380,sadness
26558,sadness
3846,sadness
27513,sadness
8217,sadness
21324,sadness
26011,sadness
24319,sadness
8851,sadness
12438,sadness
27417,sadness
20323,sadness
20733,sadness
24112,sadness
11351,sadness
26761,sadness
12130,sadness
19827,sadness
9917,sadness
18308,sadness
26870,sadness
21469,sadness
15939,sadness
9042,sadness
24524,sadness
12103,sadness
26383,sadness
17326,sadness
6640,sadness
27097,sadness
19449,sadness
21177,sadness
5581,sadness
27695,sadness
17498,sadness
2618,sadness
25351,sadness
1943,sadness
12174,sadness
11701,sadness
21162,sadness
8012,sadness
21760,sadness
23359,sadness
20727,sadness
25438,sadness
10400,sadness
12387,sadness
6646,sadness
8039,sadness
18316,sadness
14109,sadness
19646,sadness
12057,sadness
11477,sadness
22117,sadness
453,sadness
24099,sadness
13846,sadness
752,sadness
21884,sadness
13222,sadness
25777,sadness
12590,sadness
23897,sadness
19568,sadness
14038,sadness
635,sadness
26781,sadness
23853,sadness
23339,sadness
10187,sadness
18383,sadness
16040,sadness
11880,sadness
16004,sadness
2775,sadness
7317,sadness
13760,sadness
13011,sadness
6706,sadness
10713,sadness
22878,sadness
6354,sadness
14250,sadness
28118,sadness
17011,sadness
13127,sadness
10422,sadness
18144,sadness
7122,sadness
23864,sadness
10341,sadness
24352,sadness
18843,sadness
26888,sadness
475,sadness
23776,sadness
28291,sadness
12220,sadness
14809,sadness
27014,sadness
7714,sadness
14119,sadness
19965,sadness
21019,sadness
3469,sadness
20626,sadness
9708,sadness
20125,sadness
25259,sadness
145,sadness
24459,sadness
25675,sadness
27663,sadness
28420,sadness
25961,sadness
28350,sadness
2187,sadness
26801,sadness
3492,sadness
15228,sadness
21303,sadness
27402,sadness
7564,sadness
22728,sadness
20850,sadness
22120,sadness
27121,sadness
25744,sadness
13051,sadness
23580,sadness
2679,sadness
18127,sadness
11142,sadness
20679,sadness
13473,sadness
14345,sadness
17426,sadness
19858,sadness
6539,sadness
9057,sadness
13366,sadness
2698,sadness
366,sadness
7763,sadness
25839,sadness
23073,sadness
27265,sadness
26983,sadness
11384,sadness
22778,sadness
24499,sadness
16407,sadness
26007,sadness
16393,sadness
9063,sadness
11207,sadness
22343,sadness
10089,sadness
13575,sadness
16710,sadness
9492,sadness
21546,sadness
21713,sadness
26769,sadness
24386,sadness
234,sadness
18959,sadness
22495,sadness
1896,sadness
13294,sadness
4860,sadness
9929,sadness
17972,sadness
1706,sadness
21966,sadness
28272,sadness
3360,sadness
21058,sadness
2008,sadness
19952,sadness
19578,sadness
10383,sadness
20218,sadness
14334,sadness
26709,sadness
25395,sadness
15685,sadness
8484,sadness
6376,sadness
23013,sadness
20749,sadness
26869,sadness
18454,sadness
8479,sadness
318,sadness
12757,sadness
13000,sadness
8753,sadness
348,sadness
24656,sadness
24823,sadness
14533,sadness
16151,sadness
20735,sadness
14618,sadness
24786,sadness
408,sadness
20260,sadness
13878,sadness
24633,sadness
16579,sadness
15365,sadness
16908,sadness
24488,sadness
22401,sadness
7018,sadness
1751,sadness
17306,sadness
19865,sadness
22622,sadness
13693,sadness
24776,sadness
6868,sadness
20829,sadness
26950,sadness
18392,sadness
11799,sadness
25257,sadness
18711,sadness
20176,sadness
18255,sadness
7563,sadness
21583,sadness
22011,sadness
18820,sadness
23288,sadness
26543,sadness
9904,sadness
4603,sadness
162,sadness
22364,sadness
12260,sadness
20558,sadness
23685,sadness
20202,sadness
15697,sadness
24173,sadness
16782,sadness
9028,sadness
14833,sadness
16849,sadness
8226,sadness
12868,sadness
22371,sadness
8960,sadness
13332,sadness
20322,sadness
10632,sadness
6047,sadness
24534,sadness
23710,sadness
24153,sadness
7287,sadness
11662,sadness
24796,sadness
22032,sadness
2714,sadness
23740,sadness
19002,sadness
18126,sadness
12415,sadness
18867,sadness
27436,sadness
19817,sadness
26230,sadness
23979,sadness
4192,sadness
23612,sadness
15077,sadness
23354,sadness
7685,sadness
14048,sadness
23499,sadness
19206,sadness
17539,sadness
26593,sadness
21513,sadness
11254,sadness
16799,sadness
24055,sadness
9447,sadness
26830,sadness
1724,sadness
13977,sadness
8686,sadness
20210,sadness
21306,sadness
8294,sadness
9841,sadness
11063,sadness
19489,sadness
21294,sadness
1598,sadness
23089,sadness
5882,sadness
16541,sadness
12861,sadness
11091,sadness
10871,sadness
25658,sadness
20780,sadness
15619,sadness
17406,sadness
22566,sadness
23432,sadness
15397,sadness
13454,sadness
11726,sadness
27135,sadness
25676,sadness
2249,sadness
15846,sadness
21378,sadness
8026,sadness
17726,sadness
8480,sadness
32,sadness
6978,sadness
23807,sadness
24219,sadness
17286,sadness
20685,sadness
3149,sadness
21238,sadness
20502,sadness
18406,sadness
18076,sadness
21931,sadness
26501,sadness
28290,sadness
19096,sadness
14625,sadness
13412,sadness
23829,sadness
1314,sadness
14343,sadness
1931,sadness
20151,sadness
26867,sadness
22768,sadness
27220,sadness
339,sadness
13945,sadness
19625,sadness
22448,sadness
24382,sadness
11046,sadness
10670,sadness
12318,sadness
11520,sadness
17950,sadness
23925,sadness
26819,sadness
5409,sadness
18666,sadness
8572,sadness
2815,sadness
19699,sadness
19279,sadness
6039,sadness
25159,sadness
10561,sadness
25986,sadness
927,sadness
13907,sadness
8093,sadness
15319,sadness
20906,sadness
24381,sadness
25170,sadness
9625,sadness
9910,sadness
9003,sadness
20722,sadness
22569,sadness
24891,sadness
8395,sadness
17068,sadness
16749,sadness
23417,sadness
28536,sadness
22966,sadness
19371,sadness
19336,sadness
16314,sadness
24274,sadness
22493,sadness
28242,sadness
10083,sadness
28090,sadness
16532,sadness
21291,sadness
13766,sadness
1481,sadness
21481,sadness
24986,sadness
14516,sadness
27354,sadness
22057,sadness
14320,sadness
23711,sadness
15203,sadness
18722,sadness
22950,sadness
16791,sadness
24766,sadness
16203,sadness
12379,sadness
17556,sadness
10880,sadness
18675,sadness
12705,sadness
4177,sadness
19930,sadness
18726,sadness
14122,sadness
19514,sadness
8467,sadness
26791,sadness
21266,sadness
26201,sadness
28171,sadness
24521,sadness
10218,sadness
25500,sadness
11752,sadness
25430,sadness
10514,sadness
23789,sadness
3477,sadness
15640,sadness
26222,sadness
27320,sadness
4153,sadness
20488,sadness
25463,sadness
5862,sadness
16258,sadness
11897,sadness
10502,sadness
20040,sadness
11260,sadness
21519,sadness
22631,sadness
17740,sadness
8773,sadness
7741,sadness
424,sadness
1030,sadness
15024,sadness
19487,sadness
10078,sadness
2530,sadness
25947,sadness
25602,sadness
24561,sadness
21040,sadness
4400,sadness
458,sadness
2671,sadness
23832,sadness
12190,sadness
15507,sadness
8584,sadness
24115,sadness
20181,sadness
22865,sadness
17545,sadness
13361,sadness
14491,sadness
18196,sadness
12878,sadness
27848,sadness
20401,sadness
8106,sadness
16511,sadness
10665,sadness
21389,sadness
7702,sadness
15980,sadness
14684,sadness
17086,sadness
3762,sadness
11035,sadness
10231,sadness
18421,sadness
13832,sadness
21942,sadness
22543,sadness
12345,sadness
11838,sadness
21194,sadness
17872,sadness
27708,sadness
20658,sadness
2966,sadness
8876,sadness
10153,sadness
18549,sadness
8861,sadness
21582,sadness
13546,sadness
22470,sadness
8507,sadness
20566,sadness
2467,sadness
16622,sadness
8821,sadness
5689,sadness
26459,sadness
16991,sadness
24997,sadness
21518,sadness
23016,sadness
19001,sadness
27887,sadness
13818,sadness
7724,sadness
23875,sadness
14059,sadness
6541,sadness
7569,sadness
19366,sadness
23472,sadness
11800,sadness
18520,sadness
7642,sadness
10537,sadness
10546,sadness
10806,sadness
3033,sadness
10432,sadness
19592,sadness
21428,sadness
10860,sadness
3062,sadness
8981,sadness
14285,sadness
13346,sadness
8908,sadness
13093,sadness
7467,sadness
14729,sadness
5798,sadness
24234,sadness
16957,sadness
22829,sadness
7940,sadness
26205,sadness
172,sadness
16368,sadness
20975,sadness
17203,sadness
14301,sadness
23518,sadness
20362,sadness
16837,sadness
25475,sadness
19862,sadness
5348,sadness
17080,sadness
28132,sadness
26430,sadness
12818,sadness
26510,sadness
16227,sadness
24833,sadness
20005,sadness
2087,sadness
19148,sadness
9086,sadness
28409,sadness
22870,sadness
24367,sadness
18847,sadness
16595,sadness
24860,sadness
26752,sadness
6210,sadness
8561,sadness
15875,sadness
15243,sadness
18537,sadness
24385,sadness
12346,sadness
15006,sadness
15269,sadness
19062,sadness
18349,sadness
24410,sadness
14714,sadness
13105,sadness
20170,sadness
22618,sadness
26591,sadness
7532,sadness
25204,sadness
5970,sadness
26071,sadness
21036,sadness
27005,sadness
28688,sadness
10332,sadness
12197,sadness
19074,sadness
9914,sadness
18151,sadness
18153,sadness
9825,sadness
3769,sadness
21425,sadness
10735,sadness
7501,sadness
20155,sadness
20966,sadness
14700,sadness
24144,sadness
17136,sadness
3463,sadness
8918,sadness
21632,sadness
12065,sadness
8651,sadness
26855,sadness
10428,sadness
17686,sadness
3317,sadness
8449,sadness
1364,sadness
8242,sadness
10844,sadness
24645,sadness
7743,sadness
17003,sadness
8157,sadness
12956,sadness
8756,sadness
11073,sadness
13180,sadness
22866,sadness
11621,sadness
18578,sadness
10114,sadness
24436,sadness
10864,sadness
25105,sadness
11808,sadness
25850,sadness
27162,sadness
6897,sadness
21115,sadness
18872,sadness
12558,sadness
631,sadness
25231,sadness
18244,sadness
27038,sadness
4505,sadness
10856,sadness
17220,sadness
23697,sadness
6964,sadness
14725,sadness
20315,sadness
12916,sadness
26371,sadness
380,sadness
22724,sadness
5903,sadness
28523,sadness
9794,sadness
13073,sadness
26128,sadness
13156,sadness
18925,sadness
21185,sadness
23575,sadness
18424,sadness
8562,sadness
21738,sadness
20219,sadness
990,sadness
26995,sadness
11835,sadness
11957,sadness
3125,sadness
12164,sadness
9469,sadness
12550,sadness
14254,sadness
839,sadness
21005,sadness
10074,sadness
24614,sadness
19261,sadness
12158,sadness
7269,sadness
20341,sadness
11806,sadness
20072,sadness
10637,sadness
6128,sadness
13873,sadness
15460,sadness
1348,sadness
15516,sadness
27504,sadness
9294,sadness
18246,sadness
14746,sadness
20656,sadness
25368,sadness
7212,sadness
9542,sadness
28396,sadness
15477,sadness
11909,sadness
25757,sadness
24610,sadness
20324,sadness
7662,sadness
18789,sadness
2950,sadness
10794,sadness
23865,sadness
27596,sadness
5847,sadness
13373,sadness
5123,sadness
18090,sadness
8551,sadness
11116,sadness
13060,sadness
11998,sadness
12372,sadness
22149,sadness
18503,sadness
2609,sadness
6142,sadness
63,sadness
8087,sadness
18297,sadness
11380,sadness
12301,sadness
25068,sadness
23567,sadness
22539,sadness
22323,sadness
7619,sadness
426,sadness
7151,sadness
7782,sadness
13583,sadness
17175,sadness
24,sadness
10313,sadness
23572,sadness
18414,sadness
23001,sadness
8495,sadness
3403,sadness
2802,sadness
13570,sadness
14749,sadness
26339,sadness
10039,sadness
14922,sadness
10128,sadness
7731,sadness
21897,sadness
10870,sadness
25644,sadness
11192,sadness
8879,sadness
4395,sadness
19282,sadness
10996,sadness
24648,sadness
14136,sadness
17356,sadness
15423,sadness
7623,sadness
10648,sadness
10416,sadness
17257,sadness
23451,sadness
4281,sadness
15606,sadness
1937,sadness
13091,sadness
12306,sadness
25184,sadness
12191,sadness
16170,sadness
17542,sadness
6324,sadness
17097,sadness
21198,sadness
6264,sadness
11330,sadness
24866,sadness
4736,sadness
22141,sadness
6022,sadness
17098,sadness
17953,sadness
25666,sadness
8391,sadness
21096,sadness
16129,sadness
27719,sadness
9013,sadness
730,sadness
7540,sadness
7848,sadness
17748,sadness
25186,sadness
12526,sadness
14238,sadness
21842,sadness
12157,sadness
9322,sadness
5261,sadness
19026,sadness
13598,sadness
13444,sadness
21892,sadness
14823,sadness
14236,sadness
14673,sadness
910,sadness
12658,sadness
9269,sadness
15964,sadness
3339,sadness
4697,sadness
8322,sadness
28033,sadness
14766,sadness
23675,sadness
16426,sadness
13641,sadness
27940,sadness
9382,sadness
27517,sadness
25734,sadness
26641,sadness
284,sadness
20445,sadness
2964,sadness
21450,sadness
3618,sadness
27182,sadness
688,sadness
13015,sadness
2451,sadness
3495,sadness
7044,sadness
19772,sadness
2690,sadness
13385,sadness
1329,sadness
18955,sadness
9280,sadness
9476,sadness
12066,sadness
18673,sadness
18340,sadness
10366,sadness
3885,sadness
15517,sadness
28034,sadness
4874,sadness
10919,sadness
18906,sadness
14649,sadness
21414,sadness
19460,sadness
22831,sadness
20469,sadness
25357,sadness
17661,sadness
14683,sadness
19428,sadness
18746,sadness
14078,sadness
24577,sadness
22736,sadness
9875,sadness
25232,sadness
16347,sadness
22803,sadness
17014,sadness
21488,sadness
9158,sadness
24596,sadness
3316,sadness
23092,sadness
27305,sadness
27953,sadness
13637,sadness
2459,sadness
15690,sadness
16274,sadness
13406,sadness
23430,sadness
13027,sadness
9845,sadness
17684,sadness
20440,sadness
11853,sadness
15528,sadness
6671,sadness
23723,sadness
22546,sadness
3019,sadness
24026,sadness
20869,sadness
26410,sadness
13812,sadness
9974,sadness
7339,sadness
6312,sadness
26257,sadness
22405,sadness
14988,sadness
27629,sadness
8958,sadness
11478,sadness
22780,sadness
14470,sadness
539,sadness
13276,sadness
11939,sadness
14374,sadness
9895,sadness
1031,sadness
15420,sadness
15948,sadness
7895,sadness
21534,sadness
18011,sadness
13249,sadness
18600,sadness
9328,sadness
17743,sadness
19006,sadness
27228,sadness
5177,sadness
9426,sadness
15710,sadness
14795,sadness
19821,sadness
14975,sadness
24126,sadness
3947,sadness
10865,sadness
2546,sadness
22984,sadness
28516,sadness
10248,sadness
7556,sadness
800,sadness
18213,sadness
14384,sadness
607,sadness
27739,sadness
20122,sadness
27401,sadness
6832,sadness
17579,sadness
12051,sadness
27643,sadness
12297,sadness
9172,sadness
1408,sadness
16025,sadness
10753,sadness
7989,sadness
21927,sadness
14355,sadness
19274,sadness
17470,sadness
27449,sadness
19117,sadness
22225,sadness
10225,sadness
5841,sadness
18264,sadness
14474,sadness
124,sadness
626,sadness
2339,sadness
21473,sadness
9538,sadness
17037,sadness
12995,sadness
2138,sadness
6720,sadness
11172,sadness
8607,sadness
204,sadness
11720,sadness
5975,sadness
10671,sadness
12822,sadness
15884,sadness
11640,sadness
11703,sadness
22365,sadness
20352,sadness
12166,sadness
511,sadness
14134,sadness
24949,sadness
11501,sadness
7806,sadness
12185,sadness
27460,sadness
9652,sadness
24442,sadness
26415,sadness
13630,sadness
24732,sadness
17680,sadness
11326,sadness
28138,sadness
19695,sadness
27227,sadness
19015,sadness
19621,sadness
14090,sadness
21829,sadness
26716,sadness
8696,sadness
20279,sadness
15682,sadness
28212,sadness
11012,sadness
142,sadness
6786,sadness
5569,sadness
13859,sadness
20716,sadness
25578,sadness
1921,sadness
21087,sadness
15163,sadness
5435,sadness
16876,sadness
12614,sadness
7705,sadness
7730,sadness
232,sadness
27179,sadness
14836,sadness
8913,sadness
15992,sadness
20240,sadness
3263,sadness
6434,sadness
18045,sadness
12428,sadness
22271,sadness
27495,sadness
27357,sadness
17675,sadness
17219,sadness
15326,sadness
1405,sadness
22594,sadness
7850,sadness
10983,sadness
22256,sadness
12324,sadness
67,sadness
14785,sadness
20638,sadness
23029,sadness
27810,sadness
3881,sadness
24879,sadness
26242,sadness
18442,sadness
27175,sadness
8304,sadness
12078,sadness
13628,sadness
11489,sadness
3910,sadness
2365,sadness
9114,sadness
25568,sadness
16679,sadness
27204,sadness
25087,sadness
26502,sadness
9009,sadness
18714,sadness
3381,sadness
3508,sadness
12349,sadness
11234,sadness
17621,sadness
22449,sadness
9545,sadness
13674,sadness
7179,sadness
27952,sadness
27621,sadness
11923,sadness
21947,sadness
4298,sadness
8307,sadness
13181,sadness
14014,sadness
19035,sadness
25251,sadness
8129,sadness
1139,sadness
3205,sadness
15389,sadness
437,sadness
26423,sadness
9588,sadness
6188,sadness
15453,sadness
20994,sadness
12790,sadness
13755,sadness
11826,sadness
22712,sadness
23165,sadness
23933,sadness
24416,sadness
10447,sadness
8552,sadness
5308,sadness
19861,sadness
3154,sadness
13906,sadness
20522,sadness
2573,sadness
21127,sadness
11088,sadness
18944,sadness
25470,sadness
9255,sadness
15792,sadness
12659,sadness
16827,sadness
23322,sadness
14757,sadness
19775,sadness
20347,sadness
9246,sadness
19339,sadness
11792,sadness
7375,sadness
27197,sadness
10347,sadness
22910,sadness
15118,sadness
21474,sadness
11419,sadness
26748,sadness
17664,sadness
24079,sadness
17784,sadness
19826,sadness
6719,sadness
24618,sadness
23721,sadness
19426,sadness
20032,sadness
10229,sadness
15891,sadness
9819,sadness
641,sadness
15867,sadness
23115,sadness
26511,sadness
11620,sadness
24150,sadness
24183,sadness
10454,sadness
23407,sadness
20667,sadness
27078,sadness
16818,sadness
20781,sadness
6544,sadness
4273,sadness
22413,sadness
18939,sadness
26959,sadness
12296,sadness
18755,sadness
549,sadness
16171,sadness
13643,sadness
15561,sadness
20809,sadness
8041,sadness
25738,sadness
11333,sadness
20787,sadness
24363,sadness
5431,sadness
18576,sadness
21827,sadness
4005,sadness
25747,sadness
21769,sadness
17022,sadness
3767,sadness
21837,sadness
19791,sadness
25617,sadness
23508,sadness
11221,sadness
27384,sadness
14228,sadness
98,sadness
13854,sadness
9928,sadness
11080,sadness
21172,sadness
9944,sadness
7603,sadness
8903,sadness
24976,sadness
5137,sadness
8490,sadness
12944,sadness
9341,sadness
12902,sadness
13435,sadness
5588,sadness
28307,sadness
2035,sadness
25080,sadness
3328,sadness
21914,sadness
20930,sadness
8188,sadness
1926,sadness
20772,sadness
17576,sadness
11508,sadness
28344,sadness
25067,sadness
17588,sadness
23210,sadness
10610,sadness
13762,sadness
8988,sadness
7208,sadness
24864,sadness
12734,sadness
10485,sadness
8657,sadness
15371,sadness
12721,sadness
153,sadness
4773,sadness
23110,sadness
13120,sadness
21592,sadness
4315,sadness
23648,sadness
10876,sadness
9338,sadness
7817,sadness
14322,sadness
14145,sadness
9139,sadness
12092,sadness
17682,sadness
18886,sadness
7566,sadness
8117,sadness
14458,sadness
14273,sadness
28249,sadness
9448,sadness
15349,sadness
25873,sadness
25972,sadness
16688,sadness
18689,sadness
19679,sadness
19555,sadness
21524,sadness
11851,sadness
16683,sadness
7436,sadness
18572,sadness
23316,sadness
27671,sadness
125,sadness
14475,sadness
21996,sadness
7815,sadness
14459,sadness
3418,sadness
4594,sadness
9900,sadness
26470,sadness
28,sadness
6173,sadness
9946,sadness
22208,sadness
7747,sadness
8962,sadness
8758,sadness
9111,sadness
8442,sadness
13888,sadness
9171,sadness
14996,sadness
16596,sadness
12061,sadness
25279,sadness
24885,sadness
9903,sadness
16542,sadness
17432,sadness
21297,sadness
27585,sadness
20836,sadness
28427,sadness
15554,sadness
25420,sadness
13749,sadness
4909,sadness
13381,sadness
9374,sadness
13509,sadness
13049,sadness
9284,sadness
7058,sadness
16762,sadness
12521,sadness
9986,sadness
24140,sadness
8649,sadness
28697,sadness
21208,sadness
7071,sadness
25705,sadness
26491,sadness
2748,sadness
19478,sadness
23075,sadness
15927,sadness
17694,sadness
16460,sadness
14572,sadness
24628,sadness
21540,sadness
19518,sadness
12286,sadness
26832,sadness
3390,sadness
20002,sadness
12447,sadness
25672,sadness
25753,sadness
21748,sadness
16665,sadness
25936,sadness
13848,sadness
19933,sadness
22589,sadness
24588,sadness
17711,sadness
12077,sadness
17482,sadness
8238,sadness
20923,sadness
10685,sadness
17604,sadness
5494,sadness
23121,sadness
14065,sadness
20431,sadness
22925,sadness
28040,sadness
26550,sadness
6563,sadness
14350,sadness
10688,sadness
3770,sadness
4164,sadness
23671,sadness
291,sadness
23934,sadness
14840,sadness
11700,sadness
15382,sadness
21677,sadness
9350,sadness
23442,sadness
13063,sadness
27246,sadness
10574,sadness
17237,sadness
23670,sadness
21602,sadness
16994,sadness
19393,sadness
26731,sadness
9326,sadness
8652,sadness
1144,sadness
22112,sadness
18952,sadness
28597,sadness
14718,sadness
866,sadness
22544,sadness
14656,sadness
19069,sadness
11162,sadness
14693,sadness
1494,sadness
6659,sadness
18951,sadness
15159,sadness
11790,sadness
21456,sadness
20428,sadness
12837,sadness
16438,sadness
14734,sadness
13761,sadness
1580,sadness
3141,sadness
16951,sadness
20307,sadness
187,sadness
17128,sadness
4112,sadness
10752,sadness
22454,sadness
3611,sadness
22608,sadness
22021,sadness
3126,sadness
24045,sadness
16549,sadness
22301,sadness
17229,sadness
21961,sadness
26676,sadness
11766,sadness
309,sadness
22541,sadness
19383,sadness
19728,sadness
9033,sadness
20235,sadness
7252,sadness
19700,sadness
23621,sadness
20529,sadness
21339,sadness
8864,sadness
24999,sadness
17130,sadness
16154,sadness
14581,sadness
6628,sadness
25142,sadness
19716,sadness
20481,sadness
1356,sadness
628,sadness
20380,sadness
8896,sadness
10070,sadness
24728,sadness
22115,sadness
9112,sadness
7615,sadness
26621,sadness
9279,sadness
9214,sadness
18698,sadness
19760,sadness
8316,sadness
18051,sadness
822,sadness
1713,sadness
27645,sadness
27389,sadness
26940,sadness
24670,sadness
14340,sadness
16136,sadness
17525,sadness
4528,sadness
25135,sadness
16357,sadness
26632,sadness
24550,sadness
8847,sadness
27716,sadness
23010,sadness
8437,sadness
23298,sadness
20523,sadness
20631,sadness
213,sadness
7095,sadness
25505,sadness
14600,sadness
16729,sadness
14222,sadness
23827,sadness
10765,sadness
8461,sadness
14155,sadness
8709,sadness
25567,sadness
11874,sadness
1138,sadness
20039,sadness
25252,sadness
23901,sadness
10164,sadness
16108,sadness
15058,sadness
9766,sadness
26532,sadness
13571,sadness
27349,sadness
18225,sadness
21617,sadness
447,sadness
306,sadness
25588,sadness
25356,sadness
18929,sadness
16495,sadness
13883,sadness
14743,sadness
478,sadness
13655,sadness
19172,sadness
22219,sadness
12295,sadness
4000,sadness
16126,sadness
10724,sadness
18681,sadness
19940,sadness
6856,sadness
8658,sadness
27271,sadness
28474,sadness
25398,sadness
26105,sadness
19461,sadness
15758,sadness
16315,sadness
24951,sadness
14488,sadness
7666,sadness
19894,sadness
28415,sadness
22093,sadness
19510,sadness
8853,sadness
21412,sadness
14449,sadness
27083,sadness
6673,sadness
10478,sadness
24652,sadness
14388,sadness
17612,sadness
25337,sadness
28253,sadness
17692,sadness
13558,sadness
17620,sadness
11504,sadness
54,sadness
13423,sadness
104,sadness
9800,sadness
10081,sadness
10691,sadness
15169,sadness
19037,sadness
17623,sadness
899,sadness
3741,sadness
14972,sadness
16949,sadness
22487,sadness
28615,sadness
13618,sadness
18457,sadness
11722,sadness
9160,sadness
19315,sadness
25285,sadness
11697,sadness
12830,sadness
13490,sadness
24918,sadness
19191,sadness
15648,sadness
8828,sadness
22591,sadness
11081,sadness
28043,sadness
11761,sadness
20661,sadness
22836,sadness
24102,sadness
15616,sadness
12581,sadness
24100,sadness
2313,sadness
15447,sadness
25127,sadness
27580,sadness
2676,sadness
1331,sadness
15558,sadness
24530,sadness
10480,sadness
13765,sadness
26578,sadness
25963,sadness
19842,sadness
7923,sadness
13774,sadness
8524,sadness
21566,sadness
15940,sadness
17807,sadness
6904,sadness
8613,sadness
27552,sadness
21883,sadness
